UNLV-ISRI OCR Accuracy Report Version 5.1
-----------------------------------------
   26368   Characters
    2746   Errors
   89.59%  Accuracy

       0   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   89.59%  Accuracy After Correction

     Ins    Subst      Del   Errors
       0        0        0        0   Marked
     237     1460     1049     2746   Unmarked
     237     1460     1049     2746   Total

   Count   Missed   %Right
       2        0   {دي}-{ان}
       2        0   {ذ}-{مد}
       2        0   {ر}-{ ‏}
       2        0   {ر}-{د<\n>}
       2        0   {ز}-{ر }
       2        0   {ز}-{ر}
       2        0   {س}-{ن}
       2        0   {س}-{۔}
       2        0   {ش}-{،-}
       2        0   {ش}-{ثر}
       2        0   {ش}-{نر}
       2        0   {ص}-{عى}
       2        0   {ص}-{ي }
       2        0   {ضل}-{ي_}
       2        0   {ض}-{غت}
       2        0   {ض}-{قم}
       2        0   {عن}-{س}
       2        0   {غ}-{م}
       2        0   {في}-{ن}
       2        0   {في}-{هى}
       2        0   {في}-{ه}
       2        0   {في}-{وى}
       2        0   {ف}-{نع}
       2        0   {ف}-{ن<\n>}
       2        0   {ف}-{ن}
       2        0   {ف}-{<\n>ش}
       2        0   {قو}-{تر}
       2        0   {ق}-{ة }
       2        0   {ق}-{ت'}
       2        0   {ق}-{ت<\n>}
       2        0   {ق}-{غ}
       2        0   {ق}-{م}
       2        0   {ق}-{}
       2        0   {ك}-{اا}
       2        0   {ك}-{}
       2        0   {لن}-{إذ}
       2        0   {ل}-{)/}
       2        0   {ل}-{أ}
       2        0   {ل}-{إا}
       2        0   {ل}-{إح}
       2        0   {ل}-{إ_}
       2        0   {ل}-{اح}
       2        0   {ل}-{ذ}
       2        0   {ل}-{ن}
       2        0   {ل}-{<\n>إ}
       2        0   {مت}-{}
       2        0   {مج}-{ح}
       2        0   {من}-{نى}
       2        0   {م}-{؛،}
       2        0   {م}-{ھه}
       2        0   {م}-{ھ}
       2        0   {م}-{‏ }
       2        0   {م}-{<\n>"}
       2        0   {نه}-{-م}
       2        0   {ني}-{بى}
       2        0   {ن}-{ :}
       2        0   {ن}-{د<\n>}
       2        0   {ن}-{ر؛}
       2        0   {ن}-{ز،}
       2        0   {ن}-{ي}
       2        0   {ه}-{،}
       2        0   {ه}-{د}
       2        0   {و}-{ ‏}
       2        0   {ي }-{ىر}
       2        0   {يء}-{ئ}
       2        0   {يخ}-{ح}
       2        0   {يخ}-{مح}
       2        0   {يه}-{بم}
       2        0   {يه}-{ب}
       2        0   {ي}-{أم}
       2        0   {ي}-{دة}
       2        0   {ي}-{د}
       2        0   {ي}-{صب}
       2        0   {ي}-{من}
       2        0   {ي}-{ن"}
       2        0   {١)}-{‏}
       2        0   {٢)}-{‏ }
       2        0   {٢)}-{‏<\n>}
       2        0   {٣}-{‏<\n>}
       2        0   {٤)}-{‏<\n>}
       2        0   {٤}-{ه‏}
       2        0   {٥}-{<\n>‎}
       2        0   {٦)}-{‏<\n>}
       2        0   {٦)}-{‏}
       2        0   {٨}-{٧‏}
       2        0   {[}-{<\n>]}
       2        0   {] }-{[}
       2        0   {]}-{ ‎}
       2        0   {]}-{[<\n>}
       2        0   {}-{ م}
       2        0   {}-{"<\n>}
       2        0   {}-{(}
       2        0   {}-{-}
       2        0   {}-{.<\n>}
       2        0   {}-{.}
       2        0   {}-{،}
       2        0   {}-{؍}
       2        0   {}-{ءن}
       2        0   {}-{ء}
       2        0   {}-{آ}
       2        0   {}-{أ}
       2        0   {}-{إ}
       2        0   {}-{بن}
       2        0   {}-{ح}
       2        0   {}-{ع}
       2        0   {}-{ق}
       2        0   {}-{ن<\n>}
       2        0   {}-{٣‏}
       2        0   {}-{‎[}
       2        0   {}-{‏<\n>}
       2        0   {}-{<\n>؞}
       2        0   {}-{<\n>٤}
       2        0   {}-{[ }
       2        0   {}-{[‏}
       2        0   {»}-{ «}
       1        0   { }-{<\n>}
       1        0   { }-{_}
       1        0   {(}-{}
       1        0   {-}-{.}
       1        0   {-}-{‏}
       1        0   {،}-{:}
       1        0   {،}-{ه}
       1        0   {،}-{‏}
       1        0   {؟}-{(}
       1        0   {؟}-{؛}
       1        0   {ء}-{ع}
       1        0   {آ}-{أ}
       1        0   {أ}-{م}
       1        0   {أ}-{}
       1        0   {ئ}-{)}
       1        0   {ئ}-{ء}
       1        0   {ئ}-{ذ}
       1        0   {ئ}-{ز}
       1        0   {ئ}-{ن}
       1        0   {ا}-{إ}
       1        0   {ا}-{ة}
       1        0   {ا}-{ل}
       1        0   {ا}-{ً}
       1        0   {ب}-{ت}
       1        0   {ب}-{ج}
       1        0   {ب}-{س}
       1        0   {ب}-{ه}
       1        0   {ة}-{ه}
       1        0   {ت}-{ }
       1        0   {ت}-{:}
       1        0   {ت}-{ث}
       1        0   {ت}-{ذ}
       1        0   {ت}-{ز}
       1        0   {ت}-{س}
       1        0   {ت}-{ق}
       1        0   {ت}-{ل}
       1        0   {ت}-{ه}
       1        0   {ت}-{ي}
       1        0   {ت}-{_}
       1        0   {ث}-{"}
       1        0   {ث}-{أ}
       1        0   {ث}-{ئ}
       1        0   {ث}-{د}
       1        0   {ث}-{ذ}
       1        0   {ث}-{ش}
       1        0   {ث}-{<\n>}
       1        0   {ج}-{م}
       1        0   {ح}-{ج}
       1        0   {ح}-{ع}
       1        0   {ح}-{}
       1        0   {خ}-{ظ}
       1        0   {خ}-{ف}
       1        0   {خ}-{>}
       1        0   {خ}-{}
       1        0   {د}-{ذ}
       1        0   {ذ}-{ن}
       1        0   {ر}-{ }
       1        0   {ر}-{"}
       1        0   {ر}-{ز}
       1        0   {س}-{د}
       1        0   {س}-{٣}
       1        0   {ص}-{ض}
       1        0   {ض}-{؍}
       1        0   {ض}-{خ}
       1        0   {ط}-{ظ}
       1        0   {ظ}-{غ}
       1        0   {ع}-{ئ}
       1        0   {ع}-{ح}
       1        0   {ع}-{د}
       1        0   {غ}-{ة}
       1        0   {غ}-{ذ}
       1        0   {غ}-{ع}
       1        0   {ف}-{ذ}
       1        0   {ف}-{ق}
       1        0   {ف}-{ه}
       1        0   {ف}-{}
       1        0   {ق}-{:}
       1        0   {ق}-{،}
       1        0   {ك}-{د}
       1        0   {ل}-{د}
       1        0   {ل}-{م}
       1        0   {ل}-{}
       1        0   {م}-{"}
       1        0   {م}-{ئ}
       1        0   {م}-{د}
       1        0   {م}-{ر}
       1        0   {م}-{و}
       1        0   {م}-{َ}
       1        0   {م}-{ە}
       1        0   {م}-{»}
       1        0   {ن}-{ }
       1        0   {ن}-{ب}
       1        0   {ن}-{ت}
       1        0   {ن}-{ث}
       1        0   {ن}-{ز}
       1        0   {ن}-{ى}
       1        0   {ه}-{(}
       1        0   {ه}-{؛}
       1        0   {ه}-{ي}
       1        0   {و}-{ق}
       1        0   {و}-{ۆ}
       1        0   {ى}-{:}
       1        0   {ى}-{ل}
       1        0   {ي}-{ء}
       1        0   {ي}-{ت}
       1        0   {ي}-{ج}
       1        0   {[}-{}
       1        0   {]}-{‏}
       1        0   {}-{'}
       1        0   {}-{/}
       1        0   {}-{؛}
       1        0   {}-{ب}
       1        0   {}-{ة}
       1        0   {}-{ت}
       1        0   {}-{خ}
       1        0   {}-{ذ}
       1        0   {}-{ض}
       1        0   {}-{غ}
       1        0   {}-{ِ}
       1        0   {}-{[}
       1        0   {}-{]}

   Count   Missed   %Right
    5094      100    98.04   { }
      26        0   100.00   {!}
     117       90    23.08   {(}
     117      107     8.55   {)}
      15        5    66.67   {-}
     142        7    95.07   {.}
      42        0   100.00   {:}
      14       14     0.00   {[}
      15       15     0.00   {]}
       8        8     0.00   {«}
       9        9     0.00   {»}
     584       22    96.23   {،}
      75        1    98.67   {؛}
      16        4    75.00   {؟}
     104        7    93.27   {ء}
      29       13    55.17   {آ}
     510       39    92.35   {أ}
      23        5    78.26   {ؤ}
     202       14    93.07   {إ}
      59       22    62.71   {ئ}
    2800       41    98.54   {ا}
     767       56    92.70   {ب}
     352        5    98.58   {ة}
     656      130    80.18   {ت}
     126       40    68.25   {ث}
     286       15    94.76   {ج}
     356       10    97.19   {ح}
     275       46    83.27   {خ}
     464        2    99.57   {د}
     245        2    99.18   {ذ}
     775       12    98.45   {ر}
     116        3    97.41   {ز}
     346       10    97.11   {س}
     156        4    97.44   {ش}
     263        3    98.86   {ص}
     152        5    96.71   {ض}
     171        1    99.42   {ط}
      52        1    98.08   {ظ}
     690       14    97.97   {ع}
      82        6    92.68   {غ}
     543       43    92.08   {ف}
     472       34    92.80   {ق}
     558        6    98.92   {ك}
    2418       66    97.27   {ل}
    1287       92    92.85   {م}
    1170       69    94.10   {ن}
     742       26    96.50   {ه}
    1393       12    99.14   {و}
     217        2    99.08   {ى}
    1136      438    61.44   {ي}
       1        0   100.00   {٠}
      27        1    96.30   {١}
      24        4    83.33   {٢}
      18        5    72.22   {٣}
      16        5    68.75   {٤}
       8        3    62.50   {٥}
       4        2    50.00   {٦}
       1        0   100.00   {٧}
       1        1     0.00   {٨}
       1        0   100.00   {٩}
