UNLV-ISRI OCR Accuracy Report Version 5.1
-----------------------------------------
   30190   Characters
    2498   Errors
   91.73%  Accuracy

       0   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   91.73%  Accuracy After Correction

     Ins    Subst      Del   Errors
       0        0        0        0   Marked
     236      902     1360     2498   Unmarked
     236      902     1360     2498   Total

   Count   Missed   %Right
       2        0   {يؤ}-{بو}
       2        0   {يخ}-{بح}
       2        0   {يل}-{دا}
       2        0   {ي}-{ ن}
       2        0   {ي}-{ى<\n>}
       2        0   {١}-{‏<\n>}
       2        0   {}-{'<\n>}
       2        0   {}-{(}
       2        0   {}-{.<\n>}
       2        0   {}-{؟ }
       2        0   {}-{ء}
       2        0   {}-{أ}
       2        0   {}-{ا'}
       2        0   {}-{اً}
       2        0   {}-{ة<\n>}
       2        0   {}-{ة}
       2        0   {}-{فإ}
       2        0   {}-{كم}
       2        0   {}-{ك}
       2        0   {}-{م"}
       2        0   {}-{من}
       2        0   {}-{نل}
       2        0   {}-{و }
       2        0   {}-{<\n>ا}
       2        0   {}-{<\n>ث}
       2        0   {}-{<\n>س}
       1        0   { }-{.}
       1        0   { }-{<\n>}
       1        0   {.}-{٠}
       1        0   {.}-{<\n>}
       1        0   {،}-{‏}
       1        0   {ء}-{؍}
       1        0   {ء}-{<\n>}
       1        0   {آ}-{ا}
       1        0   {آ}-{٣}
       1        0   {أ}-{}
       1        0   {ا}-{آ}
       1        0   {ا}-{ل}
       1        0   {ا}-{ه}
       1        0   {ا}-{ى}
       1        0   {ا}-{<\n>}
       1        0   {ا}-{]}
       1        0   {ا}-{¡}
       1        0   {ب}-{ }
       1        0   {ب}-{:}
       1        0   {ب}-{م}
       1        0   {ت}-{ئ}
       1        0   {ت}-{ق}
       1        0   {ت}-{ل}
       1        0   {ت}-{ى}
       1        0   {ث}-{ }
       1        0   {ث}-{ق}
       1        0   {ث}-{}
       1        0   {ج}-{}
       1        0   {ح}-{ج}
       1        0   {خ}-{ص}
       1        0   {د}-{ه}
       1        0   {د}-{}
       1        0   {ذ}-{د}
       1        0   {س}-{ن}
       1        0   {س}-{}
       1        0   {ش}-{د}
       1        0   {ش}-{ع}
       1        0   {ش}-{غ}
       1        0   {ص}-{}
       1        0   {ض}-{ظ}
       1        0   {ع}-{ء}
       1        0   {ع}-{م}
       1        0   {ع}-{ه}
       1        0   {غ}-{ف}
       1        0   {ف}-{ }
       1        0   {ف}-{ع}
       1        0   {ف}-{غ}
       1        0   {ف}-{م}
       1        0   {ف}-{ي}
       1        0   {ق}-{ئ}
       1        0   {ق}-{ت}
       1        0   {ق}-{ل}
       1        0   {ك}-{آ}
       1        0   {ك}-{ع}
       1        0   {ل}-{ب}
       1        0   {ل}-{ت}
       1        0   {ل}-{ف}
       1        0   {ل}-{م}
       1        0   {ل}-{<\n>}
       1        0   {م}-{؛}
       1        0   {م}-{؞}
       1        0   {م}-{ء}
       1        0   {م}-{ع}
       1        0   {ن}-{ }
       1        0   {ن}-{ب}
       1        0   {ن}-{ذ}
       1        0   {ن}-{ز}
       1        0   {ن}-{س}
       1        0   {ن}-{ل}
       1        0   {ه}-{ء}
       1        0   {ه}-{ع}
       1        0   {ه}-{}
       1        0   {و}-{ؤ}
       1        0   {و}-{ر}
       1        0   {و}-{ف}
       1        0   {و}-{<\n>}
       1        0   {ى}-{ي}
       1        0   {ى}-{<\n>}
       1        0   {ي}-{ر}
       1        0   {ي}-{و}
       1        0   {}-{.}
       1        0   {}-{،}
       1        0   {}-{ح}
       1        0   {}-{ط}
       1        0   {}-{ه}
       1        0   {}-{ى}
       1        0   {}-{ِ}
       1        0   {}-{_}

   Count   Missed   %Right
    6171       97    98.43   { }
      25        0   100.00   {!}
     152       23    84.87   {.}
      87        0   100.00   {:}
     838       63    92.48   {،}
      33        3    90.91   {؛}
      13        2    84.62   {؟}
      79        4    94.94   {ء}
      47        7    85.11   {آ}
     640       65    89.84   {أ}
      25       23     8.00   {ؤ}
     228       14    93.86   {إ}
      99       15    84.85   {ئ}
    2856      145    94.92   {ا}
    1025       15    98.54   {ب}
     323        8    97.52   {ة}
     711       88    87.62   {ت}
     231       70    69.70   {ث}
     311       21    93.25   {ج}
     382        3    99.21   {ح}
     252       18    92.86   {خ}
     580        3    99.48   {د}
     196        1    99.49   {ذ}
    1005        5    99.50   {ر}
     127        5    96.06   {ز}
     612        7    98.86   {س}
     230        7    96.96   {ش}
     199        2    98.99   {ص}
     108        2    98.15   {ض}
     150        2    98.67   {ط}
      38        0   100.00   {ظ}
     769        5    99.35   {ع}
      73        2    97.26   {غ}
     779       97    87.55   {ف}
     479        7    98.54   {ق}
     489        2    99.59   {ك}
    2379       25    98.95   {ل}
    1530       42    97.25   {م}
    1429       77    94.61   {ن}
    1077       15    98.61   {ه}
    1657       10    99.40   {و}
     273       11    95.97   {ى}
    1472      118    91.98   {ي}
       8        6    25.00   {ً}
       2        2     0.00   {١}
       1        1     0.00   {٢}
